name,year,km_driven,mileage,engine,max_power,selling_price
Hyundai Xcent 1.2 CRDi S,2018,65000,25.4,1186,73.97,600000
Mahindra Xylo H9,2014,95000,14.02,2179,118.3,630000
Maruti Ciaz ZXi,2016,40000,20.73,1373,91.1,590000
Hyundai Santro Era,2019,30000,20.3,1086,68,420000
Mitsubishi Pajero Sport 4X4 Dual Tone,2016,120000,13.5,2477,175.56,1950000
Tata New Safari Dicor EX 4X2 BS IV,2013,112011,13.93,2179,138.1,541000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,125000,12.99,2494,100.6,900000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,125000,12.99,2494,100.6,900000
Tata Manza Aura Quadrajet,2009,43000,18.8,1248,90,250000
Mahindra Bolero 2011-2019 SLE,2019,53534,15.96,2523,62.1,670000
Tata Tigor 2017-2020 XZ Plus,2019,20000,20.3,1199,83.81,530000
Chevrolet Beat Diesel LT,2012,70000,25.44,936,57.6,150000
Mahindra XUV500 W8 2WD,2013,70000,15.1,2179,140,550000
Mahindra Scorpio 1.99 S4 Plus,2015,150000,15.4,1997,120,650000
Tata Indica Vista TDI LX,2012,100000,19.4,1405,70,180000
Mahindra Thar 4X4,2015,50000,16.55,2498,105,585000
Hyundai i20 Magna,2013,120000,18.5,1197,82.85,345000
Maruti Swift VDI,2013,110000,22.9,1248,74,350000
Honda BRV i-VTEC V MT,2016,140000,15.4,1497,117.3,725000
Tata Venture EX 7 Str,2012,120000,15.42,1405,70,250000
Maruti 800 AC,2002,70000,16.1,796,37,45000
Toyota Innova 2.5 E Diesel MS 8-seater,2007,248119,12.8,2494,102,409999
Renault KWID 1.0 RXT Optional,2017,16500,23.01,999,67,325000
Maruti Alto K10 VXI,2016,9900,23.95,998,67.05,350000
Maruti Alto LXi,2012,80000,19.7,796,46.3,180000
Fiat Linea Emotion,2010,100000,16,1368,90,150000
Maruti Dzire ZXI,2020,20000,23.26,1197,88.5,700000
Maruti Ciaz ZDi Plus SHVS,2016,90000,28.09,1248,88.5,795000
Mahindra Thar CRDe,2019,15000,16.55,2498,105,950000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,75000,21.5,1498,108.5,885000
Maruti Ritz LDi,2011,140000,21.1,1248,73.9,160000
Hyundai i20 1.4 CRDi Asta,2012,120000,23,1396,90,300000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,75000,21.5,1498,108.5,950000
Maruti Ertiga VDI,2015,90000,20.77,1248,88.76,549000
Audi A3 35 TDI Premium Plus,2018,20000,20.38,1968,143,3000000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,61000,12.99,2494,100.6,1200000
Renault Fluence Diesel E4,2012,100000,21.8,1461,78,570000
Mahindra Thar CRDe,2017,60000,16.55,2498,105,800000
Hyundai Verna CRDi SX ABS,2009,100000,18.1,1493,110,375000
Mahindra Bolero SLX,2009,170000,13.6,2523,63,300000
Toyota Etios G,2013,100000,16.78,1496,88.73,350000
Mahindra Bolero SLX,2011,120000,13.6,2523,63,400000
Volkswagen Polo 1.5 TDI Comfortline,2015,50000,20.14,1498,88.8,434999
Maruti Alto 800 LXI,2015,25000,22.74,796,47.3,260000
Maruti Swift VDI,2013,24019,22.9,1248,74,450000
Hyundai Verna 1.6 SX,2013,80000,22.32,1582,126.32,459999
Maruti Ritz VDi ABS,2011,100000,21.1,1248,73.9,210000
Maruti Swift Dzire VXI,2015,93000,20.85,1197,83.14,540000
Maruti Ertiga SHVS VDI,2017,50000,24.52,1248,88.5,710000
Maruti Alto 800 VXI,2018,22000,24.7,796,47.3,285000
Hyundai Creta 1.4 E Plus,2019,19600,22.1,1396,88.7,990000
Tata Indigo CS eGLS BS IV,2017,104000,15.64,1193,64.1,362000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,33000,23,1498,98.96,880000
Mahindra TUV 300 mHAWK100 T8,2017,60000,18.49,1493,100,700000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,60000,15.96,2523,63,600000
Nissan Terrano XL,2015,40000,13.24,1598,102.5,700000
Tata Tiago 1.05 Revotorq XT,2016,60000,27.28,1047,69,400000
Hyundai Accent Executive LPG,2010,80000,13.2,1495,93.7,165000
Toyota Innova 2.5 V Diesel 8-seater,2007,376412,12.8,2494,102,350000
Maruti Ertiga VXI,2014,80000,16.02,1373,93.7,425000
Hyundai Santro Xing GL Plus,2012,70000,17.92,1086,62.1,180000
Maruti Alto K10 2010-2014 VXI,2012,90000,20.92,998,67.1,170000
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,183000,15.96,2523,63,370000
Maruti Vitara Brezza VDi,2018,27000,24.3,1248,88.5,800000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,35000,23,1498,98.96,900000
Maruti Swift VDI,2013,120000,22.9,1248,74,390000
Maruti Swift Dzire VDI,2014,80000,23.4,1248,74,445000
Maruti Swift Dzire VDI,2014,70000,23.4,1248,74,459999
Maruti Wagon R LXI DUO BS IV,2013,55000,14.4,998,61.7,275000
Maruti Ritz VDi,2009,120000,21.1,1248,73.9,200000
Maruti Swift Dzire 1.2 Lxi BSIV,2012,72000,17.5,1197,85.8,350000
Tata New Safari 4X4 EXI BSIII,2007,120000,12,2092,127,95000
Toyota Etios GD,2014,250000,23.59,1364,67.04,550000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,100000,13.58,2499,72.4,900000
Tata Sumo Gold GX,2013,120000,15.3,2956,83.83,350000
Nissan Micra XV CVT,2015,50000,19.34,1198,76,325000
Hyundai Grand i10 Asta,2014,32000,18.9,1197,82,455999
Maruti Alto STD,2008,60000,19.7,796,46.3,129000
Maruti Alto 800 LXI,2017,40000,24.7,796,47.3,254000
Ford Ecosport 1.5 Diesel Trend,2014,48000,21.7,1498,98.96,570000
Nissan Terrano XL D Option,2018,30000,19.87,1461,83.14,840000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2010,100000,13.93,2179,138.1,235000
Mahindra TUV 300 T6,2016,50000,18.49,1493,100,700000
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,5000,18.9,1197,81.86,528000
Jeep Compass 2.0 Limited Option,2017,12000,17.1,1956,170,1500000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,72000,15.96,2523,63,560000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,70000,15.96,2523,63,600000
Chevrolet Aveo U-VA 1.2 LS,2007,50000,15.26,1150,74.9,102000
Mahindra XUV500 W8 AWD,2014,70000,15.1,2179,140,750000
Chevrolet Aveo U-VA 1.2,2010,70000,14.7,1150,76,148000
Maruti Baleno Alpha 1.2,2015,50000,21.4,1197,83.1,650000
Volkswagen Polo Petrol Trendline 1.2L,2012,40000,16.47,1198,73.9,310000
Hyundai Xcent 1.2 Kappa S,2014,30000,19.1,1197,82,480000
Maruti Alto 800 VXI,2018,15000,24.7,796,47.3,320000
Honda City i VTEC VX,2015,40000,17.4,1497,117.3,750000
Nissan Micra Active XL Petrol,2017,40000,19.49,1198,67.04,370000
Maruti Swift ZXI,2013,60000,18.6,1197,85.8,320000
Maruti Swift ZXI,2013,67000,18.6,1197,85.8,420000
Maruti Swift Dzire VXi,2010,60000,17.5,1298,85.8,240000
Datsun RediGO 1.0 S,2017,60000,22.5,999,67,220000
Tata Tiago 1.2 Revotron XM,2016,30000,23.84,1199,84,350000
Honda Amaze VX i-DTEC,2018,40000,25.8,1498,98.6,675000
Toyota Etios Cross 1.2L G,2016,50000,18.16,1197,78.8,434999
Honda CR-V 2.0L 2WD AT,2006,200000,13.1,1997,141.1,125000
Mahindra KUV 100 mFALCON G80 K6 AW,2016,14000,18.15,1198,82,400000
Chevrolet Tavera Neo 3 9 Str BSIII,2015,70000,13.58,2499,72.4,425000
Maruti Ritz Genus VDi,2010,94000,21.1,1248,75,311000
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,197000,13.58,2499,72.4,509999
Ford Figo 1.5D Trend MT,2015,79000,25.83,1498,99,530000
Skoda Octavia Rider 1.9 AT TDI,2008,120000,18.7,1896,66,210000
Mahindra Marazzo M2 8Str BSIV,2019,30000,17.3,1497,121,977000
Maruti Wagon R VXI BS IV,2018,20000,20.51,998,67.04,440000
Maruti Wagon R VXI BS IV,2018,17000,20.51,998,67.04,440000
Hyundai i20 1.2 Spotz,2018,20000,18.6,1197,81.83,655000
Renault KWID RXT Optional,2016,60000,25.17,799,53.3,295000
Hyundai i20 1.2 Spotz,2018,20000,18.6,1197,81.83,655000
Hyundai Getz 1.1 GLE,2007,70000,15,1086,66.6,65000
Tata Hexa XT,2017,150000,17.6,2179,153.86,1200000
Tata Hexa XM,2017,35000,17.6,2179,153.86,1251000
Tata Indigo CS eLX BS IV,2010,60000,23.03,1396,69,200000
Hyundai i20 Active 1.4 SX with AVN,2016,40000,21.19,1396,88.73,750000
Maruti Wagon R LXI CNG,2018,60000,26.6,998,58.16,400000
Honda Amaze E i-VTEC,2017,57000,17.8,1198,86.7,475000
Tata Indigo VS,2012,120000,17.8,1405,70,110000
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,30000,23.01,999,67,350000
Maruti Swift Dzire Tour LDI,2016,175000,23.4,1248,74,450000
Tata Indigo LX,2010,90000,17,1405,70,150000
Tata Indica V2 DLS,2009,110000,17.2,1396,53.5,80000
Hyundai i20 Magna 1.2,2015,35000,18.6,1197,81.83,430000
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,81000,13.68,2393,147.8,1450000
Chevrolet Cruze LTZ,2011,100000,18.3,1991,147.9,360000
Tata Hexa XTA,2017,60000,17.6,2179,153.86,1445000
Honda City i DTec S,2016,60000,26,1498,98.6,670000
Mercedes-Benz GLA Class 200,2016,70000,13.7,1991,183,2000000
Honda Amaze S i-Dtech,2015,50000,25.8,1498,98.6,440000
Hyundai i20 1.4 CRDi Era,2012,90000,23,1396,90,254999
Datsun GO Plus A Option Petrol,2018,65000,19.02,1198,67.05,530000
Mahindra XUV500 W4 1.99 mHawk,2016,40000,16,1997,140,890000
Volkswagen Polo Diesel Comfortline 1.2L,2013,80000,22.07,1199,73.9,280000
Maruti Swift Dzire AMT ZXI,2017,35000,21.21,1197,81.8,725000
Mahindra TUV 300 T8,2016,30000,18.49,1493,100,700000
Maruti Zen Estilo LXI BSIII,2007,70000,18.2,998,67.1,90000
Hyundai i10 Magna 1.1L,2015,100000,19.81,1086,68.05,287000
Hyundai Creta 1.6 SX Automatic,2018,55000,14.8,1591,121.3,1380000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,80000,12.99,2494,100.6,750000
Hyundai Verna 1.4 VTVT,2016,40000,17.43,1396,105.5,650000
Maruti Wagon R LXI BS IV,2013,108916,20.51,998,67.04,240000
Hyundai EON Magna Optional,2013,40000,21.1,814,55.2,290000
Hyundai EON Era Plus,2014,80000,21.1,814,55.2,229999
Honda City i DTec VX,2016,50000,26,1498,98.6,1000000
Hyundai Santro Xing GL Plus,2012,90000,17.92,1086,62.1,200000
Maruti Alto LX,2004,70000,19.7,796,46.3,90000
Hyundai i20 1.4 CRDi Asta,2012,90000,23,1396,90,330000
Maruti Ritz VDi ABS,2009,70000,21.1,1248,73.9,200000
Mahindra KUV 100 D75 K4 Plus,2018,31000,25.32,1198,77,420000
Maruti Swift Dzire VDi,2009,120000,19.3,1248,73.9,260000
Hyundai i20 Sportz 1.2,2016,40000,18.6,1197,81.83,590000
Maruti Swift VDI BSIV,2015,180000,25.2,1248,74,545000
Maruti Wagon R LXI BS IV,2011,90000,18.9,998,67.1,210000
Honda City 2017-2020 GXi,2008,110000,17.7,1497,78,185000
Maruti Wagon R LXI,2006,59000,18.9,998,67.1,125000
Hyundai EON Magna Plus,2014,60000,21.1,814,55.2,280000
Maruti Wagon R VXI,2005,70000,18.9,998,67.1,98000
Tata Indica Vista Aqua 1.4 TDI,2009,190000,17,1405,71,100000
Mahindra Verito Vibe 1.5 dCi D4,2013,180000,20.8,1461,64.1,250000
Toyota Fortuner 3.0 Diesel,2010,150000,11.5,2982,171,750000
Chevrolet Optra Magnum 2.0 LS,2007,130000,16.52,1991,123.7,160000
Hyundai Verna 1.6 CRDi EX AT,2013,120000,22.32,1582,126.3,509999
Tata Indica V2 DL,2009,80000,17.88,1396,52.8,95000
Hyundai Verna 1.6 SX CRDi (O),2014,80000,22.32,1582,126.32,525000
Datsun RediGO 1.0 T Option,2017,20000,22.5,999,67,278000
Maruti 800 AC,1997,60000,16.1,796,37,50000
Volkswagen Polo Diesel Highline 1.2L,2011,120000,22.07,1199,73.9,254999
Maruti Swift Dzire VXI 1.2,2019,10000,21.21,1197,81.8,675000
Maruti Swift Dzire VDI,2016,147000,26.59,1248,74,600000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,51000,25.1,1248,88.5,950000
Honda City 2017-2020 GXi,2007,60000,17.7,1497,78,229999
Toyota Innova 2.5 G4 Diesel 8-seater,2009,220000,12.8,2494,102,600000
Maruti Alto 800 VXI Optional,2017,20000,24.7,796,47.3,330000
Maruti Alto K10 VXI,2017,40000,23.95,998,67.05,350000
Volkswagen Polo 1.2 MPI Comfortline,2016,35000,16.2,1199,74,560000
Maruti Wagon R VXI BS IV,2017,30000,20.51,998,67.04,440000
Maruti A-Star Vxi,2011,90000,19,998,66.1,220000
Maruti Swift Dzire ZDI,2017,110000,28.4,1248,74.02,750000
Mahindra XUV500 W6 2WD,2015,140000,15.1,2179,140,800000
Tata Indica V2 DLX,2007,104000,17.2,1396,53.5,59259
Maruti Baleno Zeta Automatic,2018,9000,21.4,1197,83.1,740000
Maruti Ignis 1.2 AMT Zeta BSIV,2019,19000,20.89,1197,81.8,570000
Maruti Wagon R AMT VXI,2017,20000,20.51,998,67,430000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,70000,24.3,1248,88.5,800000
Hyundai Grand i10 CRDi Sportz,2015,53000,24,1120,70,450000
Maruti Swift Dzire VDI,2013,105000,23.4,1248,74,420000
Mahindra Thar DI 4X4 PS,2015,16000,18.06,2523,63,750000
Maruti Baleno RS 1.0 Petrol,2019,7200,21.1,998,100.5,780000
Volkswagen Polo Diesel Comfortline 1.2L,2011,77000,22.07,1199,73.9,320000
Mahindra KUV 100 D75 K8 Dual Tone,2017,40000,25.32,1198,77,690000
Maruti Swift Dzire ZDi,2012,70000,19.3,1248,73.9,375000
Ford Figo 1.2P Sports Edition MT,2017,50000,18.12,1196,86.8,620000
Hyundai Santro Xing GL Plus LPG,2015,85000,13.45,1086,62.1,300000
Maruti Eeco 7 Seater Standard BSIV,2016,58000,15.37,1196,73,370000
Mahindra Thar 4X4,2013,85000,16.55,2498,105,770000
Hyundai Xcent 1.2 Kappa S Option,2014,65000,19.1,1197,81.86,500000
Mahindra KUV 100 mFALCON D75 K2,2017,120000,25.32,1198,77,450000
Hyundai Santro Xing GL Plus,2013,50000,17.92,1086,62.1,195000
Maruti Wagon R AMT VXI Option,2018,30000,20.51,998,67,472000
Maruti Alto K10 VXI,2014,58000,23.95,998,67.05,250000
Chevrolet Beat Diesel,2011,70000,25.44,936,57.6,165000
Tata Zest Quadrajet 1.3 XT,2018,110000,20.65,1248,88.7,525000
Maruti Wagon R LXI,2003,65000,18.9,998,67.1,145000
Tata Indica Vista Quadrajet 90 VX,2013,100000,22.3,1248,88.8,325000
Mahindra Bolero Power Plus ZLX,2017,60000,16.5,1493,70,660000
Ford Classic 1.4 Duratorq CLXI,2014,90000,19.68,1399,67,310000
Mahindra Bolero SLX 4WD BSIII,2008,200000,13.6,2523,63,250000
Ford Classic 1.4 Duratorq CLXI,2014,100000,19.68,1399,67,330000
Ford Figo Diesel Titanium,2012,80000,20,1399,68,250000
Mahindra NuvoSport N8 AMT,2017,60000,17.45,1493,100,650000
Maruti Alto K10 VXI,2016,40000,23.95,998,67.05,305000
Maruti Ciaz VDi Plus,2015,50000,26.21,1248,88.5,600000
Maruti Wagon R LXI Optional,2015,110000,20.51,998,67.04,280000
Tata Indigo CR4,2011,50000,23.57,1396,70,153000
Mahindra TUV 300 mHAWK100 T8,2018,30000,18.49,1493,100,700000
Renault KWID RXL,2017,40000,25.17,799,53.3,325000
Maruti Alto K10 VXI,2016,40000,23.95,998,67.05,305000
Maruti 800 AC,2006,70000,16.1,796,37,155000
Maruti Alto K10 2010-2014 VXI,2012,80000,20.92,998,67.1,235000
Maruti Swift VXI Optional,2016,15000,20.4,1197,81.8,500000
Mahindra Bolero DI,2004,150000,13.6,2523,63,120000
Skoda Rapid 1.5 TDI AT Style Plus,2016,88000,21.66,1498,103.52,675000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,80000,12.99,2494,100.6,950000
Mahindra XUV500 W5 BSIV,2018,59865,15.1,2179,152.87,1051000
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,60000,21.49,1498,108.5,591000
Hyundai i20 Asta 1.4 CRDi,2015,72000,22.54,1396,88.73,585000
Honda City i-VTEC CVT ZX,2017,68140,18,1497,117.6,1025000
Maruti Swift VDI,2014,53190,28.4,1248,74,450000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,70100,22.54,1396,88.73,484999
Honda Jazz 1.5 S i DTEC,2018,47725,27.3,1498,98.6,650000
Maruti Swift Dzire VDI,2014,70195,28.4,1248,74.02,434999
Ford Figo Diesel EXI,2011,77395,20,1399,68,195000
Mahindra Marazzo M2 8Str BSIV,2019,17000,17.3,1497,121,1000000
Hyundai Elantra CRDi SX Option AT,2013,64000,14.62,1498,113.42,650000
Chevrolet Beat Diesel LS,2014,74321,25.44,936,56.3,190000
Maruti Swift Dzire ZDI,2013,80235,28.4,1248,74.02,409999
Hyundai Creta 1.6 CRDi AT SX Plus,2016,77150,17.01,1582,126.2,1050000
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,69000,22.15,1498,108.6,651000
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,57000,23.65,1248,88.5,650000
Skoda Rapid 1.5 TDI Ambition Plus,2017,89000,21.14,1498,103.6,750000
Volkswagen Passat Highline DSG S (Spl. Edition),2012,61100,14.3,1968,140,799000
Skoda Octavia Ambiente 1.9 TDI,2010,116000,18.7,1896,66,355000
Hyundai Verna 1.6 CRDi S Option,2015,80000,23.9,1582,126.32,600000
Maruti Swift VDI,2018,26000,28.4,1248,74,685000
Maruti Swift LDI,2018,100000,28.4,1248,74,509999
Maruti Alto Green LXi (CNG),2012,82300,26.83,796,38.4,150000
Maruti Swift Dzire Vdi BSIV,2017,82050,19.3,1248,73.9,650000
Mahindra XUV500 W8 4WD,2012,120000,15.1,2179,140,675000
Renault KWID AMT,2018,30000,24.04,999,67,319000
Honda Amaze S Petrol BSIV,2019,6000,19.5,1199,88.76,640000
Hyundai i20 1.2 Asta,2017,30000,18.6,1197,81.83,650000
Maruti Ertiga VDI,2015,70000,20.77,1248,88.76,650000
Maruti Alto Green LXi (CNG),2010,70000,26.83,796,38.4,155000
Maruti Ertiga VDI,2015,70000,20.77,1248,88.76,650000
Maruti Swift Ldi BSIII,2008,120000,17.8,1248,75,175000
Hyundai Grand i10 CRDi SportZ Edition,2014,76000,24,1120,70,375000
Hyundai Grand i10 CRDi Asta,2014,80000,24,1120,70,430000
Tata Indica V2 DLS,2008,110000,17.2,1396,53.5,65000
Hyundai Accent GLS,2009,70000,13.2,1495,94,150000
Hyundai i20 Active S Petrol,2019,13000,17.19,1197,81.86,620000
Ford Classic 1.6 Duratec CLXI,2013,60000,14.09,1596,99.6,250000
Maruti Ritz VDi,2011,165000,21.1,1248,73.9,275000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,120000,13.58,2499,72.4,454000
Mahindra TUV 300 T4,2017,30000,18.49,1493,100,600000
Volkswagen Vento Diesel Comfortline,2011,100000,20.54,1598,103.6,400000
Mahindra Renault Logan 1.5 DLE Diesel,2007,187000,19.2,1461,65,180000
Maruti Vitara Brezza VDi,2016,70000,24.3,1248,88.5,750000
Maruti Swift VXI Optional,2016,40000,20.4,1197,81.8,500000
Audi Q3 2.0 TDI Quattro Premium Plus,2017,22000,15.73,1968,174.33,2825000
Honda Civic ZX Diesel BSIV,2020,5500,26.8,1597,118,2125000
BMW X1 sDrive20d M Sport,2018,18000,19.62,1998,190,3350000
Honda Jazz VX CVT,2019,1500,18.2,1199,88.7,840000
Honda Mobilio RS Option i DTEC,2015,46000,24.5,1498,98.6,1000000
Maruti Baleno Alpha 1.3,2017,24400,27.39,1248,74,740000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,29899,22.15,1498,108.6,1290000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,20000,11.36,2755,171.5,1800000
Hyundai Grand i10 Nios Sportz,2020,2000,20.7,1197,81.86,775000
Renault Lodgy 85PS RxL,2017,34000,21.04,1461,83.8,695000
Hyundai Elite i20 Asta Option CVT BSIV,2018,31000,17.4,1197,81.86,730000
Chevrolet Trailblazer LTZ 4X2 AT,2016,46000,11.45,2776,197.2,1295000
Isuzu MU 7 AT Premium,2016,121000,12.08,2999,161,1160000
Mercedes-Benz GLC 220d 4MATIC,2017,60000,0,1950,194,3300000
Hyundai Santro Asta BSIV,2018,7000,20.3,1086,68,540000
Maruti Celerio ZXI Optional AMT BSIV,2016,10000,23.1,998,67.04,434999
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,6000,17.9,2143,170,4600000
Force Gurkha Hard Top BS3 4WD,2018,20000,17,2596,80.8,910000
Hyundai Creta 1.6 CRDi SX,2015,59235,19.67,1582,126.2,850000
BMW X4 M Sport X xDrive20d,2019,21000,16.78,1995,190,5800000
Honda Amaze S i-Dtech,2014,48000,25.8,1498,98.6,520000
Mahindra Xylo D4,2018,114000,14.95,2489,93.7,650000
Maruti Swift Dzire LDi,2011,120000,19.3,1248,73.9,430000
Hyundai i20 Magna Optional 1.4 CRDi,2013,144000,21.9,1396,88.8,360000
Hyundai i20 Magna Optional 1.4 CRDi,2013,144000,21.9,1396,88.8,350000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,190000,24.3,1248,88.5,791000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,190000,12.99,2494,100.6,950000
Maruti Swift VDI,2019,20000,28.4,1248,74,690000
Hyundai Verna CRDi 1.6 EX,2017,40000,22,1582,126.2,860000
Maruti Swift Dzire Vdi BSIV,2012,100000,19.3,1248,73.9,371000
Tata Indica V2 DLX TC,2008,60000,16.8,1405,68,45000
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,201000,17.8,1399,68,55000
Volkswagen Vento Diesel Highline,2011,110000,20.54,1598,103.6,240000
Maruti Swift VDI BSIV,2014,77215,25.2,1248,74,495000
Honda Jazz 1.2 S i VTEC,2015,48228,18.7,1199,88.7,671000
Maruti Swift VDI Optional,2017,58559,25.2,1248,74,693000
Honda City i DTec SV,2016,50856,26,1498,98.6,802999
Honda City i VTEC VX,2017,18300,17.8,1497,117.3,890000
Maruti Swift LDI,2015,59292,28.4,1248,74,495000
Maruti Celerio ZXI Optional AMT BSIV,2018,10000,23.1,998,67.04,545000
Maruti Baleno Zeta Automatic,2018,21147,21.4,1197,83.1,775000
Honda City i-DTEC ZX,2017,69000,25.6,1498,97.9,925000
Mahindra Marazzo M8,2019,10000,17.3,1497,121,1450000
Maruti Swift AMT VDI,2018,16000,28.4,1248,74,790000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,36000,13.68,2393,147.8,1789999
Maruti Baleno Delta,2017,37000,21.01,1197,81.8,620000
Maruti Celerio VDi,2016,61173,27.62,793,47,375000
Audi A4 35 TDI Premium Plus,2016,30000,18.25,1968,187.74,2450000
Mahindra XUV500 W8 2WD,2014,75000,15.1,2179,140,850000
Maruti Baleno Alpha CVT,2017,51000,19.56,1197,81.8,750000
Maruti Baleno Alpha,2018,17000,21.01,1197,81.8,775000
Maruti Swift Vdi BSIII,2008,100000,17.8,1248,75,260000
Audi A6 2.0 TDI Premium Plus,2013,35000,17.68,1968,174.33,2000000
Hyundai EON Sportz,2017,10000,21.1,814,55.2,300000
Mahindra XUV500 AT W10 AWD,2016,91567,16,2179,140,1300000
Maruti Celerio VXI,2017,50000,23.1,998,67.04,380000
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,60000,18.9,1197,81.86,480000
Maruti Alto 800 LXI,2016,35000,22.74,796,47.3,240000
Hyundai Verna 1.4 VTVT,2014,33400,17.43,1396,105.5,500000
Maruti Swift LXI Optional-O,2015,36000,20.4,1197,83.11,420000
Ford Figo Diesel ZXI,2011,180000,20,1399,68,130000
Maruti Alto K10 2010-2014 VXI,2012,80000,20.92,998,67.1,110000
Maruti Alto LX BSIII,2007,120000,19.7,796,46.3,120000
Maruti Swift Dzire AMT ZDI,2017,80000,28.4,1248,74.02,700000
Maruti Swift Dzire LDI,2018,120000,28.4,1248,74.02,550000
Tata Indigo CS LX (TDI) BS-III,2014,110000,19.09,1405,69.01,190000
Toyota Etios Liva 1.4 VD,2018,70000,23.59,1364,67.04,665000
Mahindra Xylo D4,2014,120000,14.95,2489,93.7,445000
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,92686,21.9,1396,88.76,340000
Hyundai Sonata 2.0L CRDi MT,2009,180000,13.6,1991,142,330000
Tata Manza Club Class Quadrajet90 LX,2012,80000,21.02,1248,88.76,270000
Mahindra XUV500 AT W8 FWD,2015,70000,16,2179,140,1044999
Maruti Swift Ldi BSIV,2009,117000,17.8,1248,75,279000
Ford Aspire Trend Plus,2018,15000,20.4,1194,94.93,620000
Skoda Octavia L and K 1.9 TDI (MT),2007,100000,16.6,1896,122.4,250000
Hyundai Verna 1.6 SX VTVT AT,2012,83000,15.74,1591,121.3,475000
Chevrolet Cruze LTZ AT,2016,67600,14.81,1998,163.7,750000
Mitsubishi Pajero Sport Anniversary Edition,2015,160000,13.5,2477,178,1250000
Hyundai EON Era Plus,2014,80000,21.1,814,55.2,250000
Honda Amaze VX i-DTEC,2013,100000,25.8,1498,98.6,445000
Volkswagen Jetta 2.0 TDI Comfortline,2010,100000,15,1896,105,400000
Hyundai i20 1.4 CRDi Era,2010,90000,23,1396,90,350000
Skoda Rapid Ultima 1.6 TDI Elegance,2012,140000,20.5,1598,103.5,295000
Maruti Swift Dzire VXI 1.2,2018,25000,21.21,1197,81.8,600000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,20000,13.68,2393,147.8,1650000
Maruti 800 AC,2012,30000,16.1,796,37,100000
Ford Aspire Trend Plus,2018,13000,20.4,1194,94.93,690000
Hyundai i20 1.2 Asta,2018,42000,18.6,1197,81.83,710000
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,10000,20.3,998,68.05,350000
Maruti Alto K10 2010-2014 VXI,2012,13000,20.92,998,67.1,220000
Renault Triber RXZ BSIV,2019,6500,20,999,72,700000
Hyundai EON Magna Plus,2013,49500,21.1,814,55.2,198000
Hyundai i20 1.4 CRDi Sportz,2011,50000,23,1396,90,350000
Tata Indigo CR4,2011,175000,23.57,1396,70,210000
Tata Indigo eCS LX BSIV,2011,175000,23.03,1396,69,210000
Maruti Ritz ZDi,2014,110000,23.2,1248,73.94,375000
Maruti Swift Dzire VXi,2012,112048,17.5,1298,85.8,380000
Honda City 1.5 S MT,2010,98000,17,1497,118,360000
Mahindra XUV500 W6 2WD,2015,41000,15.1,2179,140,944999
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,120000,13.58,2499,72.4,620000
Toyota Platinum Etios 1.4 GXD,2018,116000,23.59,1364,67.05,780000
Maruti Swift LXI,2020,1000,21.21,1197,81.8,445000
Hyundai Xcent 1.2 VTVT S AT,2018,15000,17.36,1197,81.86,575000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,5000,25.1,1248,88.5,975000
